arrival_time,tsval
1777338793.688673,5020
1777338794.6906512,6020
1777338795.6927602,7020
1777338796.6944592,8020
1777338797.6897645,9020
1777338798.6900456,10020
1777338799.692651,11020
1777338800.6946244,12020
1777338801.6901736,13020
1777338802.688949,14020
1777338803.6942472,15020
1777338804.6992362,16020
1777338805.691156,17020
1777338806.6917045,18020
1777338807.693321,19020
1777338808.6913455,20020
1777338809.6900468,21020
1777338810.6941159,22020
1777338811.6924026,23020
1777338812.6907687,24020
1777338813.694342,25020
1777338814.6929872,26020
1777338815.6916747,27020
1777338816.6892216,28020
1777338817.69279,29020
1777338818.6932898,30020
1777338819.6896756,31020
1777338820.6912663,32020
1777338821.6909907,33020
1777338822.6914546,34020
1777338823.6930528,35020
1777338824.689504,36020
1777338825.6915135,37020
1777338826.6912143,38020
1777338827.6934,39020
1777338828.6999934,40020
1777338829.6952133,41020
1777338830.6922839,42020
1777338831.6905189,43020
1777338832.6999946,44020
1777338833.690412,45020
1777338834.6911664,46020
1777338835.6915963,47020
1777338836.689263,48020
1777338837.6928835,49020
1777338838.6919928,50020
1777338839.6914616,51020
1777338840.6910455,52020
1777338841.6920586,53020
1777338842.6927233,54020
1777338843.6904297,55020
1777338844.6985219,56020
1777338845.6922305,57020
1777338846.6922305,58020
1777338847.690797,59020
1777338848.691982,60020
1777338849.6916525,61020
1777338850.6901991,62020
1777338851.6937087,63020
1777338852.6923542,64020
1777338853.690994,65020
1777338854.6923952,66020
1777338855.6912339,67020
1777338856.6897285,68020
1777338857.6917665,69020
1777338858.6896706,70020
1777338859.6927385,71020
1777338860.6933253,72020
1777338861.689693,73020
1777338862.6897295,74020
1777338863.691832,75020
1777338864.698235,76020
1777338865.692581,77020
1777338866.6882217,78020
1777338867.6965954,79020
1777338868.6945465,80020
1777338869.6981552,81020
1777338870.6907556,82020
1777338871.6903362,83020
1777338872.6928391,84020
1777338873.6916587,85020
1777338874.700377,86020
1777338875.6910846,87020
1777338876.6912494,88020
1777338877.6919847,89020
1777338878.691219,90020
1777338879.6911502,91020
1777338880.6931918,92020
1777338881.6916277,93020
1777338882.690985,94020
1777338883.6929536,95020
1777338884.690075,96020
1777338885.6946056,97020
1777338886.6903245,98020
1777338887.6936088,99020
1777338888.690331,100020
1777338889.742962,101020
1777338890.689262,102020
1777338891.7000988,103020
1777338892.6915066,104020
1777338893.69005,105020
1777338894.692681,106020
1777338895.6907995,107020
1777338896.7011492,108020
1777338897.6915991,109020
1777338898.6912599,110020
1777338899.6900578,111020
1777338900.690331,112020
1777338901.6943355,113020
1777338902.6917403,114020
1777338903.6907878,115020
1777338904.6889515,116020
1777338905.6907935,117020
1777338906.6913989,118020
1777338907.689567,119020
1777338908.691775,120020
1777338909.6905482,121020
1777338910.6895876,122020
1777338911.6943796,123020
1777338912.69386,124020
1777338913.6913002,125020
1777338914.6911142,126020
1777338915.6926284,127020
1777338916.6916647,128020
1777338917.6892571,129020
1777338918.6925828,130020
1777338919.7164834,131020
1777338920.7020357,132020
1777338921.6888764,133020
1777338922.689533,134020
1777338923.6915963,135020
1777338924.6930747,136020
1777338925.690418,137020
1777338926.6893091,138020
1777338927.6912625,139020
1777338928.6973138,140020
1777338929.6874275,141020
1777338930.692971,142020
1777338931.690902,143020
1777338932.6940215,144020
1777338933.6896834,145020
1777338934.6911626,146020
1777338935.6889331,147020
1777338936.690019,148020
1777338937.6909332,149020
1777338938.6907518,150020
1777338939.69046,151020
1777338940.690974,152020
1777338941.6927612,153020
1777338942.6931994,154020
1777338943.6969154,155020
1777338944.690928,156020
1777338945.690702,157020
1777338946.6899335,158020
1777338947.6911573,159020
1777338948.6898146,160020
1777338949.690442,161020
1777338950.7043102,162020
1777338951.6907635,163020
1777338952.7081983,164020
1777338953.6935422,165020
1777338954.6987298,166020
1777338955.6897564,167020
1777338956.6890457,168020
1777338957.6903524,169020
1777338958.7103498,170020
1777338959.690811,171020
1777338960.690785,172020
1777338961.6908565,173020
1777338962.6960495,174020
1777338963.6902359,175020
1777338964.6884325,176020
1777338965.6885407,177020
1777338966.7023711,178020
1777338967.6896985,179020
1777338968.71443,180020
1777338969.691068,181020
1777338970.6908092,182020
1777338971.7043285,183020
1777338972.6924632,184020
1777338973.6894457,185020
1777338974.6901958,186020
1777338975.6921957,187020
1777338976.6907694,188020
1777338977.687518,189020
1777338978.6908805,190020
1777338979.689989,191020
1777338980.6898112,192020
1777338981.6929755,193020
1777338982.6890538,194020
1777338983.6873431,195020
1777338984.68866,196020
1777338985.6916347,197020
1777338986.690128,198020
1777338987.6885242,199020
1777338988.6899736,200020
1777338989.6975415,201020
1777338990.6910203,202020
1777338991.6905925,203020
1777338992.6917536,204020
1777338993.690352,205020
1777338994.6982954,206020
1777338995.6893218,207020
1777338996.6921346,208020
1777338997.69348,209020
1777338998.6908824,210020
1777338999.6902103,211020
1777339000.692378,212020
1777339001.687863,213020
1777339002.6893427,214020
1777339003.6906376,215020
1777339004.6912808,216020
1777339005.691807,217020
1777339006.688712,218020
1777339007.6906738,219020
1777339008.6900554,220020
1777339009.6883554,221020
1777339010.6884186,222020
1777339011.6906514,223020
1777339012.6896455,224020
1777339013.6892235,225020
1777339014.688664,226020
1777339015.6887608,227020
1777339016.6882744,228020
1777339017.6904285,229020
1777339018.692995,230020
1777339019.6879199,231020
1777339020.688043,232020
