arrival_time,tsval
1777863279.434211,2129760
1777863280.4377131,2130760
1777863281.4359922,2131760
1777863282.4369643,2132760
1777863283.4360862,2133760
1777863284.4343326,2134760
1777863285.441659,2135760
1777863286.4343169,2136760
1777863287.4385877,2137760
1777863288.4365463,2138760
1777863289.4346745,2139760
1777863290.4380038,2140760
1777863291.4421673,2141760
1777863292.4442527,2142760
1777863293.435524,2143760
1777863294.4345915,2144760
1777863295.4426637,2145760
1777863296.4470785,2146760
1777863297.4345393,2147760
1777863298.4385116,2148760
1777863299.4356413,2149760
1777863300.4377909,2150760
1777863301.4346352,2151760
1777863302.4467733,2152760
1777863303.4384475,2153760
1777863304.4356387,2154760
1777863305.434692,2155760
1777863306.4379296,2156760
1777863307.4357004,2157760
1777863308.4500895,2158760
1777863309.4481082,2159760
1777863310.4347985,2160760
1777863311.433282,2161760
1777863312.4353995,2162760
1777863313.4392996,2163760
1777863314.4419491,2164760
1777863315.431664,2165760
1777863316.4362376,2166760
1777863317.4365187,2167760
1777863318.436542,2168760
1777863319.4360619,2169760
1777863320.4353151,2170760
1777863321.4346159,2171760
1777863322.450073,2172760
1777863323.4367113,2173760
1777863324.4407074,2174760
1777863325.4341109,2175760
1777863326.436125,2176760
1777863327.4362557,2177760
1777863328.4344645,2178760
1777863329.4364603,2179760
1777863330.4370272,2180760
1777863331.4355407,2181760
1777863332.434608,2182760
1777863333.4366796,2183760
1777863334.445624,2184760
1777863335.4382238,2185760
1777863336.4380524,2186760
1777863337.434302,2187760
1777863338.435403,2188760
1777863339.4339156,2189760
1777863340.434352,2190760
1777863341.4346611,2191760
1777863342.4455047,2192760
1777863343.4333472,2193760
1777863344.4362295,2194760
1777863345.4361346,2195760
1777863346.4348328,2196760
1777863347.4381828,2197760
1777863348.4468038,2198760
1777863349.4331186,2199760
1777863350.4381728,2200760
1777863351.4472914,2201760
1777863352.4344625,2202760
1777863353.4429674,2203760
1777863354.4334164,2204760
1777863355.4337265,2205760
1777863356.4364004,2206760
1777863357.436525,2207760
1777863358.432944,2208760
1777863359.4326608,2209760
1777863360.4362593,2210760
1777863361.4356928,2211760
1777863362.4325473,2212760
1777863363.433458,2213760
